,title,intro,type,min_year_exp,max_year_exp,is_public,num_of_hires,is_remote,job_description,country_code,sal_mode,sal_min,sal_max,sal_currency_code,comp_name,comp_tagline,comp_verification,comp_is_hiring,comp_local_office,comp_description,country_name,country_demonym,country_currency,country_language
229,Digital Strategist,Digital brand guardian in content and media management.  A role which requires strong learning ability and data analytical skills .,FULL_TIME,0,50,True,1,False,"The OpportunityYou are a digital strategist who aspires to be in the fast moving space of social media marketing.What You Will LearnJob DescriptionWe are looking for an individual who can support our brands social media and digital communications requirement. The job may also take you to work on internal design jobs and trade consumers in social media collaboration. You will also assist in the design and content production for some of the projects.Your daily task would be to manage different social channels. Listen to what the internet spoke about us.  Monthly, you will also present social media calendar in line with the brand strategy. Last, we like you to be in charge of spending our money wisely. You will also manage a monthly budget and budget allocation for the various media we are engaged in.RequirementsYou should have a good understanding on the fundamentals of marketing and consumer insights. Enjoys varied task an and not afraid to challenge the status quo. You should have a passion for beautiful things, food and fashion alike. Your friends often view you as a opinion leader and someone who embraces trend.You aspire to learn and will seek out knowledge if required. A basic understand of basic SEO & SEM as well as managing Adword account is  required. If you are not Google Adword certified, it's time to go get one.Last, we want to meet you if you are passionate about living and enjoys taking responsibility and seeing things through.",SG,MONTH,2500.0,4000.0,SGD,Gryphon Tea Company,Gryphon Tea is a company on a mission to make the highest-quality gourmet teas for the discerning tea drinker who is always in search of new taste experiences.,False,False,True,"Gryphon Tea Company traces its origins to a family-owned tea importer founded in Singapore almost 100 years ago. In 2006, a fourth-generation member of the family struck out on his own and the company quickly gained a following for its maverick ideas and heady enthusiasm. Gryphon Tea’s growing selection of tea recipes has received numerous industry awards and is now available to consumers worldwide through online shopping and our network of dedicated distribution partners.With the expansion of new products, brands and the growing brand presence both locally and internationally through online and offline, we're looking for an enthusiastic Digital/Creative Strategist to join the team.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
230,Web Developer,"We are looking for a Web Developer responsible in managing our in-house web applications, modifying, bug fixing and database maintenance.",FULL_TIME,0,50,True,1,False,"Job Description**Responsibilities: ** Web applications maintenance/user support Web applications modification/improvement/data support/bug fixing Involve in new application development projects Database maintenanceRequirementsRequirements:Good knowledge in Python, at least one Python framework, eg Django, Flask etc   Good SQL skill and experience working with MySQL   Understanding of the threading, limitations of Python, and multi process architecture   Good understanding of front-end technologies, eg JavaScript, jQuery, HTML5 and CSS3   Knowledge of user authentication and authorization between multiple systems, servers and environment   Experience in API development   Able to create database schemas that represent and support business processes   Strong application test and debugging skills   Experience in Android app/IOS app development will be a plus   Diploma or relevant job experiences",SG,,,,,Finexis Advisory Pte Ltd,Impacting Lives Beyond Finance,False,False,True,"One of the largest independently-owned financial advisory firm in Singapore. We specialize in comprehensive wealth management for both individual and corporate clients. With the support from our global partners and the focus on developing quality consultants in the firm, we aim to be the preferred financial advisory firm not only in Singapore, but also in the region.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
231,Data Scientist,"Our data science team is based in Singapore, and working on a ton of exciting projects!",FULL_TIME,0,50,True,1,False,"The OpportunityOur data science team is based in Singapore, and working on a ton of exciting projects! If you're an independent thinker and all-rounded person, this is the place for you.What You Will LearnJob DescriptionSelecting features, building and optimizing machine learning modelsData mining using state-of-the-art methodsExtending company’s data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerBuilding continuous deployments and productionizing machine learning modelsA/B Testing for models evaluationRequirementsAt least 1 -2 years of experience in a data science role working with large data setsSelf-driven and entrepreneurial with a strong sense of ownershipExcellent understanding of machine learning techniques and algorithmsExperience with common data science toolkits, such as Scikit-Learn, R, Weka, MatLab, etcGreat communication skillsPossess good understanding of design thinking, solid CS fundamentalsGood applied statistics skills, such as distributions, statistical testing, regression, etcGood scripting and programming skills.Experienced with Python, R , Golang, Scala, R and ShellAbility to whiteboard some theory while at the same time rolling up your sleeve and get coding Ability to work independently to solve problems and develop solutionsExperience with experimenting on different modelling techniques (supervised and unsupervised learning) and develop data visualisation for data storiesKaggle / Hackathons experience a plus",SG,,,,,Go-Jek,Tech company | Indo's first unicorn,False,False,True,"Founded in 2010, Go-Jek is a mobile technology company with a social mission: to unleash social impact through technology. Since the app’s launch in January 2015, Go-Jek has been a one stop application for daily needs in Indonesia, revolutionizing solutions from transport, logistics and lifestyle services.Go-Jek has a unique entrepreneurial environment, spanning twelve products. Our data science team is based in Singapore, and working on a ton of exciting projects! If you're an independent thinker and all-rounded person, this is the place for you.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
232,Teradata Developer,3-4 years in Teradata,FULL_TIME,0,50,True,2,False,"The OpportunityTeradata DeveloperWhat You Will LearnTeradataJob DescriptionTeradata 14.10+, TTU 14.10 and above, Physical design, Application Development, Stored Procedures, Scheduling Tools, Performance Optimisation and UNIXGood in Teradata Stored Procedure LanguageGood knowledge of Database tuning, physical design and in-DB application development.Understanding/exposure to GCFR will be a plus point.Good documentation skills.Experienced in any of the Configuration and Scheduling tools.Beginner knowledge of data modelling and Tier 3 designEA License No. - 14C6941Requirements3-4 years in TeradataFinancial Domain Background",SG,MONTH,5000.0,,SGD,Infinite Computer Solutions Pte Ltd,Exciting Times... Infinite Possibilities,False,False,True,"Infinite Computer Solutions Ltd. provides technology based business process solutions, next-gen mobility solutions and product engineering services, specializing in the Healthcare, Banking & Finance, Telecommunications & Technology and Media & Publishing industries, for Fortune 1000 companies. Their solutions build on proprietary industrial frameworks that significantly reduce work effort and cost while providing faster go-to-market speeds and nimble responses to market dynamics, a solution they call Platformization™. Infinite has over 5,000 employees and 8 global delivery centers.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
233,Oracle DBA,Oracle - Database Admin,FULL_TIME,0,50,True,2,False,"The OpportunityOracle DBAWhat You Will LearnOracleJob DescriptionOracle Database Administrator·         Creates and maintains all databases required for development, testing,education and production usage.·         Performs the capacity planning required to create and maintain the databases. The DBA works closely with system administration staff because computers often have applications or tools on them in addition to the Oracle Databases.·         Performs ongoing tuning of the database instances.·         Create new database users as required.·         Manage sharing of resources amongst applications.EA License No. - 14C6941RequirementsCreates and maintains all databases required for development, testing,Create new database users as required",SG,MONTH,3500.0,4500.0,SGD,Infinite Computer Solutions Pte Ltd,Exciting Times... Infinite Possibilities,False,False,True,"Infinite Computer Solutions Ltd. provides technology based business process solutions, next-gen mobility solutions and product engineering services, specializing in the Healthcare, Banking & Finance, Telecommunications & Technology and Media & Publishing industries, for Fortune 1000 companies. Their solutions build on proprietary industrial frameworks that significantly reduce work effort and cost while providing faster go-to-market speeds and nimble responses to market dynamics, a solution they call Platformization™. Infinite has over 5,000 employees and 8 global delivery centers.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
234,Data Scientist,We're looking for Data Scientists!,FULL_TIME,0,50,True,2,False,"The OpportunityThis is a very exciting project, as we’re looking to setup the tech team outside of France HQ, to assist for more development of the Dr. Banner platform and adapting it for the Asia markets.This will be an ongoing big project, as we scale up to cover the whole of Asia, including China.Short video presentation of Dr. Banner: https://www.youtube.com/watch?v=_enpwp0EypUWhat You Will LearnJob DescriptionThere is no tool-oriented recruitment when we look at data  scientists; only education and eventually experience – meaning what they  have been working on previously.Evidently, a candidate having worked around the type of data that we handle daily (SSP data, bid requests etc.) would be ideal.We’re aiming to build a DMP (Data Management Platform), in which we could consolidate clients’ data and process them into actionable segments.Another tool-keyword is “Machine-Learning” – a set of tools that aim at introducing predictability in data.RequirementsData Science, Data Analysis, Python.Any related studies in Data Science or Data Analysis would be a plus point.",SG,MONTH,2500.0,4000.0,SGD,Dr. Banner,"Dr. Banner is a programmatic online advertising platform specially designed for brands and their points of sale, allowing anyone easily for online communication needs all around the world.",False,False,True,"Dr. Banner is a comprehensive Demand Side Platform (DSP) that allows direct access to online advertising through a multichannel platform, and featuring:- Banner maker with powerful Real-Time Creation (RTC) engine- Territory management tool- Built-in ad server- Built-in reporting toolsDr. Banner was specifically created for agencies, retail networks and  direct advertisers, allowing anyone easily for online communication  needs all around the world.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
235,Customer Value Manager / Senior Assistant Manager,"Anda akan menangani sistem informasi dan database sebagai aset perusahaan, serta menambah database secara berkala.",FULL_TIME,0,50,True,1,False,"The OpportunityPT Central Asia Financial (CAF), dengan brand JAGADIRI, adalah perusahaan asuransi yang didirikan pada tahun 2012 untuk menghadirkan perlindungan diri yang mengedepankan aspirasi pelanggan Indonesia. Bisnis ini dimulai ketika Salim Group, salah satu grup usaha independen terbesar di Indonesia, ingin melaksanakan prinsip direct-selling di industri asuransi, yang terfokus pada digital marketing, telemarketing dan direct marketing.CAF sendiri merupakan anggota dari Asosiasi Asuransi Jiwa Indonesia (AAJI) dan telah mendapatkan izin resmi beroperasi dari Otoritas Jasa Keuangan (OJK) pada 2013. Kredibilitasnya pun dikuatkan dengan adanya rekam jejak terpercaya dari Salim Group yang sukses meluncurkan berbagai perusahaan perbankan dan asuransi terkemuka seperti Asuransi Central Asia (ACA), Central Asia Raya (CAR) dan Indolife yang reputasinya sudah teruji dan dikenal luas oleh masyarakat Indonesia.What You Will LearnJob DescriptionSebagai CV Manager, Anda akan membuat dan menjaga sistem informasi dan database sebagai aset perusahaan, serta menambah database secara berkala.In-ScopeMembuat dan menjaga data mart dengan data yang sudah ada.Memanfaatkan data mart untuk meningkatkan customer value dan company value.Menjembatani akses antara perusahaan ke database.Membuat model database untuk menambah value perusahaan.Bekerja sama dengan tim Customer Value Managament, serta mendukung program kerja CVM.Menambah database perusahaan dari sumber eksternal.Out-ScopeMenginisiasi dan memimpin salah satu program kerja CVM.Menganalisis performa sales dan mendiskusikannya dengan pihak-pihak terkait untuk meningkatkan performa sales.Menganalisis gejala dari aspek-aspek di luar sales yang menentukan pertumbuhan perusahaan, seperti persistensi dan klaim.RequirementsS1 Matematika, Statistika atau Teknologi InformasiMinimal 5 tahun (Manager) atau 3 tahun (Senior Assistant Manager) pengalaman di bidang manajemen database di perusahaan asuransiMahir dalam software SAS dan familiar dengan sistem database processing yang lainFamiliar dengan lingkungan bank, kartu kredit dan asuransi merupakan nilai tambahFamiliar dengan cara kerja institusi finansialPengetahuan yang memadai mengenai kebijakan, teknologi, dan informasi terkini di bidang asuransiMampu mendesain sistem yang tepat, membentuk tim manajemen yang kuat, serta mengimplementasikan sistem yang efektif",ID,,,,,JAGADIRI,Asuransi Tanpa Beban,False,False,True,"PT Central Asia Financial (CAF), dengan brand JAGADIRI, adalah perusahaan asuransi yang didirikan pada tahun 2012 untuk menghadirkan perlindungan diri yang mengedepankan aspirasi pelanggan Indonesia. Bisnis ini dimulai ketika Salim Group, salah satu grup usaha independen terbesar di Indonesia, ingin melaksanakan prinsip direct-selling di industri asuransi, yang terfokus pada digital marketing, telemarketing dan direct marketing.CAF sendiri merupakan anggota dari Asosiasi Asuransi Jiwa Indonesia (AAJI) dan telah mendapatkan izin resmi beroperasi dari Otoritas Jasa Keuangan (OJK) pada 2013. Kredibilitasnya pun dikuatkan dengan adanya rekam jejak terpercaya dari Salim Group yang sukses meluncurkan berbagai perusahaan perbankan dan asuransi terkemuka seperti Asuransi Central Asia (ACA), Central Asia Raya (CAR) dan Indolife yang reputasinya sudah teruji dan dikenal luas oleh masyarakat Indonesia.",Indonesia,Indonesian,['IDR'],['Indonesian']
236,Grid Administrator,Grid Administrator with Datasynapse Grid technology Knowledge,FULL_TIME,0,50,True,1,False,"Job DescriptionDatasynapse agents installation on grid servers Datasynapse  maintenance (patching,   versions upgrades)  Datasynapse administration (Grid settings)  Monitoring  BCI   packages deployment on the grid servers (applicative part) Inventory updates       -            Reporting on Grid activity  Incident   Management (Troubleshouting and Fixing)  Tibco spotfire   adminsitrationRequirements•   Knowledge of Datasynapse Grid technologies mandatory      • Knowledge of scripting (Perl, Shell)      • Troubleshooting ability (logs parsing, analysis, understanding of   network)      • Basic Hands on Knowledge of Operating Systems for  (Linux, Solaris, Windows)      • Oracle/SQL development skills added advantage",SG,,,,,Wipro Limited,,False,False,True,"About Wipro Limited (NYSE: WIT)Wipro Ltd. (NYSE:WIT) is a leading Information Technology, Consulting and Business Process Services company that delivers solutions to enable its clients do business better. Wipro delivers winning business outcomes through its deep industry experience and a 360 degree view of ""Business through Technology"" - helping clients create successful and adaptive businesses. A company recognized globally for its comprehensive portfolio of services, a practitioner's approach to delivering innovation, and an organization wide commitment to sustainability, Wipro has a workforce of over 180,000, serving clients in 175+ cities across 6 continents.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
237,BigData Engineer,The incumbent would be responsible for contributing to product development.,FULL_TIME,0,50,True,1,False,"The OpportunityWhat You Will LearnJob DescriptionThe engineering team is responsible for building a robust forecasting platform, which can add significant value to BFSI vertical in solving operational and compliance risk problems. We take pride in building the system right and continuously evolving it. You have freedom to choose the right tools for the task. We also encourage to participate in and contribute to open source community.Job PerksPay package decided by merit and not by last drawn CTCDevelopment machine of your choice ( Mac, Windows or Linux)No fixed working hours and WFH in placeUnlimited access to renowned AI, ML booksHealth Insurance benefits covering outpatient and hospitalizationTelephone bill claims up to SGD 40 per monthEverything good at a start upRequirementsOur engineering team is looking for a big data engineer with work experience of 2-4 years. He would be responsible for contributing to product development and would be considered a good fit if he possess following qualities:You ship high quality unit tested codeYou have deep experience with one or more of Java, Scala or Python languageYou have experience with big data ecosystem - Hadoop, SparkYou have fundamental understanding of Web - HTTP and REST APIsYou have used some distributed no-sql stores and understand the design trade offsYou have fundamental understanding of statistics and machine learningYou enjoy digging into open source project and contributing backYou have a keen desire to learn and growEducational/Professional RequirementBE or MS in Computer Science from Tier-I collegeWork Experience: 2-4 yrsWork Permit: Candidate should have work permitPreferable if Singaporean or Singaporean PR",SG,MONTH,6500.0,8000.0,SGD,Tookitaki,,False,False,True,Tookitaki is building an intelligent decision support system (DSS) to help businesses take smarter decisions.,Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
238,IT Consultant (Pre Sales),"Datacentre, Network Engineer, Infrastructure, Windows Server,Routers, Firewall, Technical Support,IT Security",FULL_TIME,0,50,True,1,False,"Job DescriptionDesign, architect, implement      and support Enterprise IT Infrastructure which comprises of Server,      Network, VoIP, Security, VM and Storage products.Provide preventive and detective      measures to monitor the health of the critical systems.Diagnose      and resolve server, network, hardware and software issues escalated from      Helpdesk or ICT team.Carry out performance tuning      and capacity planning on the existing IT infrastructure which covers the      systems, application and middleware servers, security systems, databases      and networks.Provide pre and post sales IT      support to existing and new customers.RequirementsA      diploma or degree in IT, Computer Science, Engineering, Science or its      equivalent.At      least four years of working experience on IT infrastructure technical      support, with expertise in Internetworking (including Cisco Routers and      Core Switch), Firewall, WAF, Security and Windows Systems.ITIL, CCNA      and/or MCSE certifications will be preferred.Analytical      and possess good troubleshooting skills.A      self-initiated, highly flexible and a pro-active team player who can work      with minimal supervision.",SG,,,,,Thatz International Pte Ltd,,False,False,True,"Established since 1998, Thatz International is a “Best-of-breed” Managed Services Outsourcing and Consulting company.As one of the _preferred Infocomm Technology_ service provider in Singapore we are very excited with our tremendous business growth opportunities. We pride ourselves on delivering practical and integrated ICT solutions, as well as, world-class services to International Multi-national companies and medium to large local enterprises.  A BizSafe3 and TAFEP pledge company, Thatz International has been recognized through various achievements such as Singapore SME1000 since Year 2013 and Total Defence Award. The Founder has also been recognized with the inaugural Teochew Entrepreneur Award 2016.Join Thatz to maximize your true potential to the fullest and excel in your CAREER!We Identify Talents and Groom Next-Generation Leaders.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
239,Data Analytics Engineer / Artificial Intelligence,We are looking for a talented and passionate Data analytics Engineer.,FULL_TIME,0,50,True,2,False,"Job DescriptionProvide scientific and technical leadership in the field of Artificial IntelligenceIn-depth exploration of the techniques in terms of theoretical, conceptual and implementation aspectsDesign cognitive systems, build applications and proof of concept solutions, create IPProject planning and management, liaison with stakeholders and research collaborators.Provide expertise in machine learning (e.g. deep learning), data mining, signal processing and etc.Create technical roadmap, initiate R&D theme proposalsRequirementsMaster/ Ph.D. in Artificial Intelligence, Deep Learning, Computer Science, Engineering or similarRich experience in computer vision, machine learning, data analysis and algorithm development.Strong track record of publicized papers in top conferences/journals, international competition, patents.Experience in technology transfer from R&D collaboration projects related to robotic, cognitive systems.Excellent programming skills in Matlab, Python, C, C++Demonstrated history of engineering innovation.",SG,,,,,Kris Infotech Pte Ltd,,False,False,True,"Established in 2006, Kris Infotech is a Technology & Talent company. It is a venture by Experts across technologies, functionalities & domains.RIGt – our brand for Talent Solutions.We partner with the IT industry providing comprehensive short and long-term staffing solutions. We offer different options, to enable clients to optimize their human resources and at the same time reduce the risk and total cost of ownership. Our presence across the region - allows us to service global requirements with localised attention. Our offerings are tailored around the identified domain, allowing us the ease to service our clients with domain experts.Our deployment services include:Executive SearchPermanent PlacementContract to hireContract StaffingNiche ContractingOur Value Added services include:Ø Outplacement SolutionsØ Campus 2 CorporateØ Building A PipelineØ Recruitment Process Outsourcing (RPO)Ø Managed Payroll",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
240,NLP Engineer,you will have the key responsibility to research and apply the latest trends in Natural Language Processing to our big data.,FULL_TIME,0,50,True,1,False,"The OpportunityWhat You Will LearnJob DescriptionAs an NLP R&D Engineer you will have the key responsibility including but not limited to of researching and applying the latest trends in Natural Language Processing to our big data sets comprising of 120+ million patent documents and more. Responsibilities include planning and management of ETL statistical & textual analysis pipeline while creating meaningful features in our different products for our clients and stakeholders. The successful candidate also have a chance to lead and build up the team capabilities within PatSnap.RequirementsMaster or Ph.D, research direction is Natural Language ProcessingDomain Knowledge in Natural Language Processing / Machine Learning / Data MiningDeep understanding in at least 3 of the following: Sentiment Analysis, Entity Extraction, Natural Language UnderstandingStrong knowledge on deep learning for NLPExperience with Word Disambiguation and Word EmbeddingsExperience with open-source NLP toolkits such as CoreNLP, OpenNLP, NLTK, Gensim, LingPipe, Mallet, etc.Strong understanding of text pre-processing and normalization techniques, such as tokenization, POS tagging and parsing and how they work at a low level.Proficiency with common used programming languages such as C, C++, Python, Java and RExpertise in producing, processing, evaluating and utilizing training dataKnowledge of Software Engineering best practices and standardsExperience working with engineers and product managersAbility to present research progress to senior management",SG,MONTH,5000.0,10000.0,SGD,PatSnap,,False,False,True,"At PatSnap, we have brought together the biggest IP dataset in the world – over 120 million patents - and to this we’ve added licensing and litigation data, economic data, patent valuation, image and chemical formula search, trademark recognition and more. And then we make this data accessible and relevant to all - whether expert in IP, or completely new to the world of intellectual property.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
241,Data Scientists,We are looking for a Data Scientist!,FULL_TIME,0,50,True,1,False,"The OpportunityOptimate is creating the next generation cutting edge AI based marketing automation SaaS for the fast growing digital marketing industry. We are present in SEA and Silicon Valley. We work with over 200 clients including the top agencies in the world including Mirum and WPP.What You Will LearnJob DescriptionWe are looking for a Data Scientist to work with the existing team, build and refine the current system for media buy optimization across different social media platforms and build APIs for various ad exchanges and DSPs.Responsibilities:Improve the current algorithms for optimizationBuild EA models for various industry sectors based on historical and real time ad insight dataWork with the development team to test, verify and deploy the machine leaning models for process automationWork with the sales team to understand customers’ requirements and seek new and improved ways to optimize their ad delivery through optimateCarry out operational processing tasks for existing and new clientsDocument and safeguard the IPsRequirementsMaster’s Degree in Computer Science, Statistics, Applied Math or related field2+ years’ practical experience with data processing, database programming and data analyticsExtensive background in EA and dynamics optimization problemsAble to understand various data structuresExperience with programming languages such as Java and Python",SG,,,,,Optimate,,False,False,True,"Optimate is a Singapore based technology startup, supported by Spring Singapore and SPH Plug & Play accelerator program. Optimate offers a Marketing AI platform, Optimate™ to help businesses optimize and automate their digital marketing with improved ROI. Optimate is now serving over 100 local and regional clients, ranging from Fortune 500 companies to local SMEs.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
242,Database Developer,Kami mencari Database Developer untuk bergabung bersama kami.,FULL_TIME,0,50,True,1,False,"The OpportunityWhat You Will LearnSebagai Database Developer, Anda akan membuat Stored Procedured, Function, menganalisis data didalam database dan juga memastikan aplikasi dapat berjalan dengan baik dan mengatasi kebutuhan dari user.Job DescriptionMenganalisis masalah yang terdapat dalam aplikasi yang berhubungan dengan database.Melakukan enhancement terhadap Stored Procedure, Function dan Table pada aplikasi yang telah berjalan.RequirementsPassion dalam dunia database developmentMemahami DDL & DML dalam Microsoft SQL Server 2008Dapat bekerja sesuai deadline dan bekerja sama dalam timMampu menyelesaikan masalahInsiatif tinggiDapat bekerja dengan supervisi yang minimal",ID,,,,,Innovior,,False,False,True,InnoviorConsulting Company based on Tangerang Selatan. We're Provide IT Consulting Services focus in Microsoft Technology Area,Indonesia,Indonesian,['IDR'],['Indonesian']
243,Executive (Contract),Perform daily data collection and support administrative activities assigned.,FULL_TIME,0,50,True,1,False,"The OpportunityWhat You Will LearnJob DescriptionWorking days/times are 8.30am to 6pm Monday to Friday and on Saturday 9am to 12.30pm.Perform daily data collection by tracking transaction times at customer service counter.Update data into excel spreadsheet, perform simple calculation using excel formulas.Update data collected / statistics to powerpoint for reporting.Assist in design of documents such as checklists.Support administrative activities as and when assigned.RequirementsAble to work independently & as a team playerKnowledge on microsoft applications (E.g. words, excel, powerpoint)Comfortable to perform data collection and data entry",SG,MONTH,1500.0,,SGD,Singapore Exchange Limited,,False,False,True,,Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
244,Project  Administrator,"Advanced MS Excel Skills / Advanced data entry skills.
Should thoroughly know formulae like VLookup / Hlookup / Pivots etc.",FULL_TIME,0,50,True,1,False,"The OpportunityCandidate should have hands on experience in Advance MS Excel.What You Will LearnJob DescriptionRequirementsAdvance Excel, Vlookup, MacrosAdvanced MS Excel Skills / Advanced data entry skills. Should have worked as a data entryoperator / MIS resource with at least 1+ year of experience. If the resource has worked in MIS reporting in anIT environment, it will be an added advantage. Should thoroughly know formulae like VLookup / Hlookup /Pivots etc. knowledge of VB and Macros will be an added advantage.EA License No. - 14C6941",SG,MONTH,2000.0,,SGD,Infinite Computer Solutions Pte Ltd,Exciting Times... Infinite Possibilities,False,False,True,"Infinite Computer Solutions Ltd. provides technology based business process solutions, next-gen mobility solutions and product engineering services, specializing in the Healthcare, Banking & Finance, Telecommunications & Technology and Media & Publishing industries, for Fortune 1000 companies. Their solutions build on proprietary industrial frameworks that significantly reduce work effort and cost while providing faster go-to-market speeds and nimble responses to market dynamics, a solution they call Platformization™. Infinite has over 5,000 employees and 8 global delivery centers.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
245,"Digital Data Visualisation Analyst, Accenture Digital",The digital revolution is changing everything,FULL_TIME,0,50,True,5,False,"The OpportunityAs a Business Intelligence pro, you'll define game-changing strategies for clients. You'll develop and deliver solutions that collect, transform, analyze and report data. And you'll provide critical knowledge and value at strategic, tactical and operational levels.There will never be a typical day at Accenture Analytics, but that's why people love it here. The opportunities to make a difference within exciting client initiatives are unlimited in the ever-changing digital landscape.What You Will LearnJob DescriptionDesign innovative approaches to view and interact with data for analysis.Create functional requirements as input to application design while identifying the type of visualization that best suits your client's needs.Develop and test functional designs for BI, data discovery and analytics solutions.Use your tech-savvy know-how to ensure functional requirements are met.Supervise application build, test, and deploy activities.RequirementsBachelor or Master degree with good Honours or equivalent or equivalent from a reputable universityAbility to learn and pick up new skill fast",SG,MONTH,3000.0,,SGD,Accenture,"Accenture is one of the world's leading professional services companies, providing consulting and outsourcing services through our strategy, digital, technology and operations capabilities.",False,False,True,,Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
246,Mongo /Maria  DBA,Mongo/Maria Database Administration,FULL_TIME,0,50,True,1,False,"The OpportunityDatabase Administration and OptimizationWhat You Will LearnJob Descriptiona. Must have experience in capacity planning and specification.b. Must have experience in monitoring tools like MMS.c. Experience with virtualization software: Xen, Virtualbox, Vmware.d. Experience with cloud software: AWS, OpenStack etc.e. Experience with Amazon EC2 and RDS, Microsoft Azure, and Google Cloud.f. Proficiency developing in a modern programming language, such as C++, Java, C#, Python, or Rubyg. Solid understanding of a wide variety of Database technologies. Experience with database design, administration and architecture.h. Demonstrated expertise in Query Optimization and Tuning, including cross database and cross server queries.i. Knowledge and experience in active – passive clusters, log shipping, transactional replication and other advanced Database concepts & implementations.j. Able to quickly isolate and resolve production performance problems.k. Ability to work independently with minimal supervision.l. Must be a team player and able to meet deadline requirements.m. Good oral and written communication skills.RequirementsMust have 8+ years of hands on experience as a database administrator (DBA) with MariaDB or Mongo DB.Must have 5+ years of Experience with systems installation and setup (Sysadmin experience (Linux, Unix, etc)",SG,MONTH,8000.0,,SGD,Accion Labs Pte Ltd,"Accion Labs Pte Ltd
 Driving Outcomes Through Actions!",False,False,True,"Accion Labs is a global Innovation-centric organization with 100% focus in the emerging technologies offering Business Innovation services, Strategic consulting, and full-lifecycle implementation services to our clients. We have experience in a range of products – consumer facing products, enterprise products, infrastructure products, EAI/ESB/BPM products.Accion Labs suite of services aim to meet the unique requirements of organizations, from business consulting, developing custom solutions (Software Engineering), implementing packaged solutions (Application Implementation), to outsourcing and managing applications. We are a rapidly growing, highly competitive and responsive organization with professional management, strong technical and financial resources and deep commitment to fully serve its clients in Singapore, Malaysia, India, Dubai and USA.Opportunities abound when you work @ Accion Labs, a World-Class Software Solutions and Service Provider.We are always looking for professional who possess an ability to Think out of the box, the ability to evoke that Entrepreneurial streak residing somewhere within themselves and If you have outstanding skills, high energy, and like to work in a team environment with peers and customers to talk about and of course have what it takes we""d love to hear from you.Email your resume to careersinsingapore@accionlabs.com",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
247,Data Analytics Engineer,Position under: ST Electronics (Info-Security) Pte Ltd,FULL_TIME,0,50,True,1,False,"The OpportunityWhat You Will LearnJob DescriptionImplementation of solutions and/or Big Data and Analytics SolutionIntegrate data and event feeds and to develop specific content to meet organization security goalsTroubleshoot integration issues and tuning of systems and carry out training for users and internal staffs on delivered solutionsRequirementsDegree in Engineering or Computer Sciences or equivalent.Good knowledge of Windows, Linux platform, Big Data solutions, analytical tools and methodologies will be an added advantage",SG,,,,,St Electronics Info Software System Pte Ltd,Empowering thru' Innovation,False,False,True,"ST Electronics (Singapore Technologies Electronics Limited) is the electronics arm of Singapore Technologies Engineering Ltd, one of the largest public-listed companies on the Singapore Stock Exchange. ST Electronics is a global engineering company specialising in the design, development and integration of advanced electronics and communications systems. Our capabilities are in Rail & Intelligent Transportation; Satellite & Broadband Communications; Info Comm Technologies; Command & Control operations, Training & Simulation; Intelligent Building & Security Systems and Cybersecurity. We have a presence in over 20 countries spanning North America, Latin America, Europe, Africa, the Middle East, China, India and Southeast Asia.",Singapore,Singaporean,['SGD'],"['Mandarin', 'English', 'Malay', 'Tamil']"
